Channel1(V)
2.96628
2.96594
2.9656
2.96594
2.96628
2.96662
2.96662
2.96662
2.96731
2.96696
2.96628
2.96696
2.96628
2.96731
2.96731
2.96765
2.96799
2.96731
2.96696
2.96731
2.96765
2.96799
2.96867
2.96799
2.96867
2.96867
2.96867
2.96902
2.96867
2.96902
2.96902
2.96867
2.96936
2.96867
2.96867
2.96936
2.96867
2.96936
2.9697
2.9697
2.97004
2.9697
2.9697
2.97004
2.96936
2.97004
2.97038
2.97004
2.97038
2.97038
2.97072
2.97072
2.97072
2.97072
2.97141
2.97107
2.97107
2.97209
2.97107
2.97107
2.97141
2.97107
2.97175
2.97175
2.97175
2.97175
2.97107
2.97141
2.97107
2.97072
2.97072
2.97072
2.97107
2.97107
2.97072
2.97004
2.96867
2.96867
2.96902
2.9697
2.96936
2.96936
2.96936
2.96833
2.96696
2.96696
2.96731
2.96833
2.96765
2.96731
2.96731
2.96662
2.96662
2.96662
2.96628
2.96628
2.96628
2.9656
2.96594
2.9656
2.96491
2.96526
2.96423
2.96423
2.96491
2.96491
2.96491
2.96491
2.96491
2.96457
2.96491
2.96457
2.96457
2.96491
2.96457
2.96491
2.96526
2.96457
2.96491
2.96491
2.96491
2.96526
2.9656
2.9656
2.9656
2.96491
2.96526
2.9656
2.96526
2.9656
2.96594
2.96594
2.96594
2.96628
2.96594
2.96662
2.96594
2.96594
2.96662
2.96662
2.96662
2.96662
2.96594
2.96628
2.96696
2.96628
2.96696
2.96696
2.96662
2.96628
2.96628
2.96696
2.96731
2.96696
2.96731
2.96765
2.96731
2.96731
2.96731
2.96731
2.96799
2.96731
2.96731
2.96765
2.96696
2.96765
2.96731
2.96696
2.96696
2.96662
2.96628
2.96696
2.96696
2.96696
2.96731
2.96696
2.96696
2.96731
2.96662
2.96696
2.96696
2.96662
2.96696
2.96662
2.96662
2.96662
2.96628
2.96628
2.96696
2.96628
2.96628
2.96628
2.96594
2.96628
2.96594
2.96594
2.96628
2.96662
2.96628
2.96628
2.9656
2.96594
2.96594
2.9656
2.96662
2.9656
2.9656
2.9656
2.96321
2.96457
2.96491
2.96526
2.9656
2.96526
2.96491
2.96355
2.96389
2.96457
2.96526
2.96491
2.96526
2.96457
2.96491
2.96389
2.96355
2.96457
2.96457
2.96457
2.96526
2.96457
2.96491
2.96491
2.96457
2.96491
2.96423
2.96423
2.96491
2.96423
2.9656
2.96594
2.96594
2.96662
2.96594
2.96594
2.96628
2.96628
2.96628
2.96696
2.96662
2.96662
2.96696
2.96628
2.96696
2.96731
2.96628
2.96696
2.96662
2.96628
2.96662
2.96628
2.96662
2.96628
2.96594
2.96594
2.96594
2.96526
2.96594
2.9656
2.9656
2.96526
2.96491
2.96526
2.96491
2.96457
2.96457
2.96457
2.96457
2.96457
2.96457
2.96491
2.96423
2.96355
2.96457
2.96423
2.96423
2.96491
2.96457
2.96423
2.96457
2.96389
2.96457
2.96457
2.96457
2.96457
2.96423
2.96389
2.96457
2.96389
2.96423
2.96389
2.96355
2.96423
2.96355
2.96355
2.96389
2.96389
2.96389
2.96389
2.96355
2.96389
2.96389
2.96321
2.96321
2.96321
2.96286
2.96286
2.96218
2.96218
