Channel1(V)
2.18834
2.18869
2.18903
2.18903
2.18903
2.18903
2.18971
2.1904
2.19074
2.19005
2.18971
2.1904
2.19142
2.19142
2.1921
2.1921
2.1921
2.19245
2.19245
2.19279
2.19279
2.19313
2.19313
2.19313
2.19313
2.19347
2.19347
2.19347
2.19381
2.19313
2.19279
2.19313
2.19313
2.19313
2.19279
2.19279
2.19279
2.19245
2.1921
2.19176
2.19142
2.19108
2.19108
2.19074
2.1904
2.19005
2.18971
2.18971
2.18869
2.18732
2.18732
2.18698
2.18664
2.18629
2.18561
2.18458
2.1839
2.1839
2.18322
2.18322
2.18288
2.18253
2.18151
2.18048
2.18014
2.1798
2.17912
2.17877
2.17809
2.17741
2.17706
2.17604
2.17536
2.17501
2.17467
2.17433
2.17399
2.17262
2.17296
2.17262
2.17228
2.17228
2.1716
2.17091
2.17057
2.16989
2.1692
2.16852
2.16784
2.16715
2.16647
2.16544
2.1651
2.16442
2.16339
2.16271
2.16203
2.16134
2.161
2.15997
2.15861
2.15827
2.15724
2.1569
2.15622
2.15485
2.15451
2.15382
2.1528
2.15177
2.15109
2.15109
2.15109
2.15006
2.14938
2.1487
2.14699
2.1463
2.14664
2.14664
2.14699
2.14596
2.14562
2.14562
2.14459
2.14323
2.14391
2.14391
2.14357
2.14323
2.1422
2.14186
2.14118
2.14083
2.14118
2.14083
2.14049
2.14049
2.14015
2.13981
2.14015
2.13947
2.13947
2.13913
2.13913
2.13981
2.14015
2.14015
2.14015
2.14049
2.14015
2.14049
2.14015
2.13981
2.14049
2.14049
2.14049
2.14083
2.14083
2.14118
2.14118
2.14118
2.14152
2.14152
2.14152
2.14186
2.14152
2.14152
2.14152
2.14152
2.14186
2.14152
2.14118
2.14152
2.14118
2.14118
2.14152
2.14152
2.14152
2.14152
2.14186
2.14186
2.14186
2.1422
2.1422
2.14152
2.1422
2.14254
2.1422
2.14254
2.14288
2.14288
2.14152
2.1422
2.1422
2.1422
2.1422
2.14186
2.1422
2.1422
2.14186
2.14186
2.14152
2.14118
2.14118
2.14118
2.14083
2.14015
2.13981
2.13981
2.13947
2.13913
2.13947
2.13947
2.13913
2.13913
2.13913
2.13878
2.13878
2.13844
2.13844
2.13844
2.13776
2.13776
2.1381
2.13776
2.13776
2.13742
2.13707
2.13742
2.13742
2.13707
2.13707
2.13742
2.13707
2.13707
2.13707
2.13707
2.13707
2.13707
2.13707
2.13707
2.13776
2.13707
2.13673
2.13673
2.13605
2.13571
2.13639
2.13673
2.13742
2.13707
2.13673
2.13673
2.13537
2.13502
2.13639
2.13605
2.13673
2.13673
2.13639
2.13639
2.13639
2.13537
2.13537
2.13537
2.13571
2.13605
2.13537
2.13502
2.13502
2.13502
2.13468
2.134
2.134
2.13297
2.13297
2.13229
2.13229
2.13263
2.13229
2.13195
2.13161
2.13161
2.13126
2.13058
2.13024
2.13024
2.1299
2.12955
2.12921
2.12921
2.12853
2.12887
2.12853
2.12819
2.12853
