Channel1(V)
2.81521
2.81486
2.81486
2.81521
2.81452
2.81486
2.81418
2.81418
2.81418
2.81418
2.81521
2.81418
2.81452
2.81452
2.81418
2.81486
2.81418
2.81452
2.81452
2.81452
2.81521
2.81452
2.81486
2.81486
2.81521
2.81521
2.81486
2.81623
2.81555
2.81589
2.81589
2.81555
2.81623
2.81521
2.81589
2.81555
2.81555
2.81623
2.81589
2.81657
2.81623
2.81657
2.81691
2.81657
2.81691
2.81623
2.81623
2.81623
2.81691
2.81691
2.81691
2.81691
2.81657
2.81726
2.81657
2.81691
2.81726
2.81691
2.81726
2.81657
2.81726
2.81828
2.81862
2.81931
2.81931
2.81897
2.81931
2.81965
2.81999
2.81965
2.82033
2.81999
2.81999
2.81965
2.81897
2.81931
2.81931
2.82033
2.81999
2.81999
2.82102
2.82102
2.82136
2.82067
2.82102
2.82136
2.82136
2.82204
2.82102
2.82204
2.8217
2.8217
2.82238
2.8217
2.82238
2.82204
2.82238
2.82204
2.8217
2.82204
2.82204
2.82238
2.82238
2.8217
2.82204
2.82204
2.82238
2.82273
2.8217
2.82238
2.8217
2.82238
2.8217
2.8217
2.82238
2.82204
2.82273
2.82204
2.8217
2.82204
2.82204
2.82204
2.82204
2.82204
2.82204
2.8217
2.82238
2.82238
2.82307
2.82341
2.82307
2.82375
2.82341
2.82375
2.82409
2.82307
2.82375
2.82307
2.82273
2.8217
2.82136
2.8217
2.82067
2.82136
2.82067
2.82067
2.82067
2.82033
2.82102
2.81999
2.82033
2.81999
2.81999
2.82033
2.81965
2.81999
2.81897
2.81931
2.81828
2.81828
2.81862
2.81828
2.81897
2.81828
2.81794
2.81794
2.8176
2.81794
2.8176
2.81726
2.81691
2.81691
2.8176
2.81691
2.81726
2.81726
2.81691
2.8176
2.81691
2.8176
2.81691
2.81657
2.81726
2.81657
2.81691
2.81657
2.81623
2.81657
2.81623
2.81657
2.81623
2.81555
2.81623
2.81589
2.81726
2.8176
2.81828
2.81862
2.81828
2.81897
2.81794
2.81828
2.81862
2.81828
2.81828
2.81794
2.8176
2.8176
2.81726
2.81794
2.81794
2.81897
2.81794
2.81794
2.81862
2.81794
2.81862
2.81828
2.81862
2.81862
2.81794
2.81828
2.81794
2.81828
2.81862
2.81828
2.81862
2.8176
2.8176
2.81726
2.81691
2.81726
2.81657
2.81657
2.81555
2.81589
2.81521
2.81521
2.81555
2.81486
2.81521
2.81418
2.81384
2.8135
2.8135
2.81315
2.81247
2.81247
2.81213
2.81179
2.81179
2.8111
2.81145
2.81042
2.81042
2.81042
2.8094
2.80974
2.80974
2.8094
2.80974
2.81008
2.81076
2.80974
2.80974
2.80974
2.80905
2.8094
2.8094
2.80837
2.80871
2.80769
2.80734
2.807
2.80598
2.80632
2.80564
2.80598
2.80598
2.80598
2.80666
2.80598
2.80598
2.80564
2.80529
2.80564
2.80564
2.80632
2.80564
2.80564
2.80564
2.80529
2.80598
2.80564
2.80598
2.80564
2.80564
2.80598
2.80564
2.80632
2.80598
2.80598
2.80632
2.80598
2.80666
2.80632
2.80666
2.80666
2.807
2.807
2.80632
2.80666
2.80632
2.80734
2.80666
2.807
2.807
2.80666
2.80734
2.807
2.80734
2.807
2.80666
2.80734
2.80666
2.807
2.80666
2.807
2.80871
2.80803
2.80837
2.80769
2.80837
2.80871
2.80837
2.80905
2.80837
2.8094
2.80803
2.80769
2.80837
2.80769
2.80837
2.80837
2.80837
2.80837
2.80871
2.80871
2.80769
2.80837
2.80803
2.80837
2.80871
2.80837
2.80905
2.80905
2.80905
2.8094
2.80905
2.80905
2.80871
2.80871
2.80974
2.8094
2.81008
2.8094
2.81008
2.80974
2.8094
2.81008
2.81008
2.81076
2.81076
2.81008
2.81042
2.81042
2.81076
2.81042
2.81042
2.81076
2.81008
2.81042
2.80974
2.81008
2.81042
2.81008
2.81042
2.81008
2.81042
2.81042
2.81042
2.8111
2.81042
2.8111
2.8111
2.81145
2.81179
2.8111
2.81145
2.81076
2.81042
2.81076
2.81042
2.81076
2.81042
2.81008
2.80974
2.80837
2.80871
2.80769
2.80769
2.80734
2.80666
2.80632
2.80598
2.80529
2.80495
2.80427
2.80427
2.8029
2.80256
2.80222
2.80153
2.80119
2.80085
2.80119
2.80051
2.79982
2.80017
2.79914
2.79948
2.79846
2.79846
2.79846
2.79812
2.79846
2.79709
2.79743
2.79777
2.79743
2.79777
2.79675
2.79743
2.79709
2.79709
2.79709
2.79641
2.79641
2.79606
2.79641
2.79641
2.79572
2.79572
2.79538
2.79572
2.79504
2.79436
2.7947
2.79401
2.79401
2.79367
2.79436
2.79504
2.79401
2.7947
2.79367
2.79367
2.7947
2.79401
2.79436
2.79333
2.79333
2.79231
2.79196
2.79299
2.79128
2.79196
2.79196
2.79162
2.79231
2.79128
2.79162
2.79128
2.79162
2.79196
2.79094
2.79162
2.7906
2.79094
2.79094
2.7906
2.7906
2.78957
2.7906
2.78957
2.78991
2.78923
2.78855
2.78889
2.78786
2.7882
2.78786
2.78786
2.78786
2.78718
2.78752
2.78684
2.78684
2.78684
2.78649
2.78718
2.78615
2.78649
2.78615
2.78547
2.78615
2.78581
2.78649
2.78581
2.78581
2.78649
2.78581
2.78615
2.78581
2.78718
2.78684
2.78752
2.78786
2.7882
2.78855
2.78855
2.78923
2.78889
2.78855
2.78889
2.78889
2.78957
2.78923
2.78889
2.78889
2.78855
2.78923
2.78923
2.78991
2.78991
2.78991
2.79094
2.79128
2.79196
2.79231
2.79231
2.79299
2.79265
2.79299
2.79401
2.79367
2.79504
2.79436
2.79538
2.79606
2.79606
2.79709
2.79709
2.79777
2.79777
2.79812
2.7988
2.79846
2.79948
2.79948
2.79982
2.80051
2.80119
2.80222
2.80188
2.80256
2.8029
2.80324
2.80461
2.80427
2.80495
2.80427
2.80529
2.80598
2.80598
2.807
2.807
2.80734
2.80837
2.80803
2.80905
2.80905
2.8094
2.81076
2.81145
2.81247
2.81247
2.81315
2.8135
2.8135
2.81452
2.81384
2.81486
2.81486
2.81555
2.81589
2.81555
2.81623
2.81623
2.81691
2.81794
2.81691
2.81828
2.81794
2.81862
2.81931
2.81965
2.82033
2.82033
2.82102
2.82102
2.82136
2.82273
2.82273
2.82341
2.82375
2.82443
2.82546
2.82512
2.82614
2.82614
2.82649
2.82649
2.82649
2.82717
2.82751
2.82854
2.82819
2.82854
2.82956
2.82922
2.8299
2.83024
2.83024
