#Digilent,WaveForms,Oscilloscope,Acquisition,,,,,,,,,,,,
#Device,Name:,Discovery2,,,,,,,,,,,,,
#Serial,Number:,SN:210321A41D55,,,,,,,,,,,,,
#Date,Time:,2020-05-13,22:28:41.142,,,,,,,,,,,,
#Sample,rate:,8000Hz,,,,,,,,,,,,,
#Samples:,8192,,,,,,,,,,,,,,
#Trigger:,Source:,Channel,1,Type:,Edge,Condition:,Falling,Level:,2,V,Hyst.:,Auto,HoldOff:,0,s
#Channel,1:,Range:,500,mV/div,Offset:,-1.5,V,,,,,,,,
#Power,Supplies:,ON,,,,,,,,,,,,,
#Positive,Supply:,ON,,,,,,,,,,,,,
#Voltage:,3.3,V,,,,,,,,,,,,,
#Negative,Supply:,OFF,,,,,,,,,,,,,
#Voltage:,-1,V,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Time(s),Channel 1(V),,,,,,,,,,,,,,
-0.511924,2.363,,,,,,,,,,,,,,
-0.511799,2.36232,,,,,,,,,,,,,,
-0.511674,2.36232,,,,,,,,,,,,,,
-0.511549,2.36266,,,,,,,,,,,,,,
-0.511424,2.36266,,,,,,,,,,,,,,
-0.511299,2.36232,,,,,,,,,,,,,,
-0.511174,2.36266,,,,,,,,,,,,,,
-0.511049,2.36266,,,,,,,,,,,,,,
-0.510924,2.36266,,,,,,,,,,,,,,
-0.510799,2.363,,,,,,,,,,,,,,
-0.510674,2.36266,,,,,,,,,,,,,,
-0.510549,2.36266,,,,,,,,,,,,,,
-0.510424,2.36232,,,,,,,,,,,,,,
-0.510299,2.36232,,,,,,,,,,,,,,
-0.510174,2.36232,,,,,,,,,,,,,,
-0.510049,2.36232,,,,,,,,,,,,,,
-0.509924,2.36232,,,,,,,,,,,,,,
-0.509799,2.36198,,,,,,,,,,,,,,
-0.509674,2.36232,,,,,,,,,,,,,,
-0.509549,2.36266,,,,,,,,,,,,,,
-0.509424,2.36232,,,,,,,,,,,,,,
-0.509299,2.36232,,,,,,,,,,,,,,
-0.509174,2.36232,,,,,,,,,,,,,,
-0.509049,2.36232,,,,,,,,,,,,,,
-0.508924,2.36232,,,,,,,,,,,,,,
-0.508799,2.36232,,,,,,,,,,,,,,
-0.508674,2.363,,,,,,,,,,,,,,
-0.508549,2.36232,,,,,,,,,,,,,,
-0.508424,2.363,,,,,,,,,,,,,,
-0.508299,2.36198,,,,,,,,,,,,,,
-0.508174,2.36266,,,,,,,,,,,,,,
-0.508049,2.36232,,,,,,,,,,,,,,
-0.507924,2.36266,,,,,,,,,,,,,,
-0.507799,2.36232,,,,,,,,,,,,,,
-0.507674,2.36266,,,,,,,,,,,,,,
-0.507549,2.36164,,,,,,,,,,,,,,
-0.507424,2.36232,,,,,,,,,,,,,,
-0.507299,2.36198,,,,,,,,,,,,,,
-0.507174,2.363,,,,,,,,,,,,,,
-0.507049,2.36232,,,,,,,,,,,,,,
-0.506924,2.363,,,,,,,,,,,,,,
-0.506799,2.36232,,,,,,,,,,,,,,
-0.506674,2.363,,,,,,,,,,,,,,
-0.506549,2.36266,,,,,,,,,,,,,,
-0.506424,2.363,,,,,,,,,,,,,,
-0.506299,2.36232,,,,,,,,,,,,,,
-0.506174,2.363,,,,,,,,,,,,,,
-0.506049,2.36266,,,,,,,,,,,,,,
-0.505924,2.36335,,,,,,,,,,,,,,
-0.505799,2.363,,,,,,,,,,,,,,
-0.505674,2.36335,,,,,,,,,,,,,,
-0.505549,2.363,,,,,,,,,,,,,,
-0.505424,2.36335,,,,,,,,,,,,,,
-0.505299,2.363,,,,,,,,,,,,,,
-0.505174,2.363,,,,,,,,,,,,,,
-0.505049,2.36266,,,,,,,,,,,,,,
-0.504924,2.363,,,,,,,,,,,,,,
-0.504799,2.36266,,,,,,,,,,,,,,
-0.504674,2.363,,,,,,,,,,,,,,
-0.504549,2.363,,,,,,,,,,,,,,
-0.504424,2.36266,,,,,,,,,,,,,,
-0.504299,2.36232,,,,,,,,,,,,,,
