#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:07:36.185
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 1.8 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.478455,2.20167
-0.47833,2.20202
-0.478205,2.20133
-0.47808,2.20133
-0.477955,2.20099
-0.47783,2.20133
-0.477705,2.20133
-0.47758,2.20167
-0.477455,2.20099
-0.47733,2.20167
-0.477205,2.20167
-0.47708,2.20065
-0.476955,2.20099
-0.47683,2.20065
-0.476705,2.20065
-0.47658,2.20031
-0.476455,2.20031
-0.47633,2.20065
-0.476205,2.20031
-0.47608,2.19997
-0.475955,2.20065
-0.47583,2.20065
-0.475705,2.20099
-0.47558,2.20099
-0.475455,2.20099
-0.47533,2.20065
-0.475205,2.20065
-0.47508,2.20065
-0.474955,2.20065
-0.47483,2.20099
-0.474705,2.20167
-0.47458,2.20202
-0.474455,2.20099
-0.47433,2.20133
-0.474205,2.20065
-0.47408,2.20031
-0.473955,2.20065
-0.47383,2.20099
-0.473705,2.20099
-0.47358,2.20065
-0.473455,2.20065
-0.47333,2.20099
-0.473205,2.20099
-0.47308,2.20133
-0.472955,2.20099
-0.47283,2.20133
-0.472705,2.20202
-0.47258,2.20133
-0.472455,2.20133
-0.47233,2.20202
-0.472205,2.20202
-0.47208,2.20202
-0.471955,2.20202
-0.47183,2.20133
-0.471705,2.20167
-0.47158,2.20202
-0.471455,2.20202
-0.47133,2.20236
-0.471205,2.2027
-0.47108,2.2027
-0.470955,2.20304
-0.47083,2.20304
-0.470705,2.20304
-0.47058,2.20304
-0.470455,2.2027
-0.47033,2.20304
-0.470205,2.2027
-0.47008,2.2027
-0.469955,2.20304
-0.46983,2.20304
-0.469705,2.20304
-0.46958,2.20304
-0.469455,2.20304
-0.46933,2.20338
-0.469205,2.20304
-0.46908,2.2027
-0.468955,2.20338
-0.46883,2.20338
-0.468705,2.20373
-0.46858,2.20407
-0.468455,2.20373
-0.46833,2.20407
-0.468205,2.20407
-0.46808,2.20373
-0.467955,2.20407
-0.46783,2.20373
-0.467705,2.20407
-0.46758,2.20407
-0.467455,2.20407
-0.46733,2.20475
-0.467205,2.20441
-0.46708,2.20407
-0.466955,2.20441
-0.46683,2.20441
-0.466705,2.20475
-0.46658,2.20475
-0.466455,2.20441
-0.46633,2.20475
-0.466205,2.20475
-0.46608,2.20407
-0.465955,2.20475
-0.46583,2.20441
-0.465705,2.20407
-0.46558,2.20475
-0.465455,2.20441
-0.46533,2.20441
-0.465205,2.20441
-0.46508,2.20441
-0.464955,2.20407
-0.46483,2.20441
-0.464705,2.20407
-0.46458,2.20441
-0.464455,2.20407
-0.46433,2.20407
-0.464205,2.20441
-0.46408,2.20441
-0.463955,2.20441
-0.46383,2.20475
-0.463705,2.20475
-0.46358,2.20475
-0.463455,2.20441
-0.46333,2.20407
-0.463205,2.20475
-0.46308,2.20441
-0.462955,2.20441
-0.46283,2.20407
-0.462705,2.20373
-0.46258,2.20407
-0.462455,2.20373
-0.46233,2.20338
-0.462205,2.20373
-0.46208,2.20338
-0.461955,2.20304
-0.46183,2.20304
-0.461705,2.20304
-0.46158,2.20304
-0.461455,2.20338
-0.46133,2.20304
-0.461205,2.2027
-0.46108,2.20304
-0.460955,2.2027
-0.46083,2.20304
-0.460705,2.2027
-0.46058,2.20236
-0.460455,2.20236
-0.46033,2.20236
-0.460205,2.20236
-0.46008,2.2027
-0.459955,2.20236
-0.45983,2.2027
-0.459705,2.20304
-0.45958,2.20304
-0.459455,2.20338
-0.45933,2.20304
-0.459205,2.20338
-0.45908,2.20338
-0.458955,2.20236
-0.45883,2.2027
-0.458705,2.20304
-0.45858,2.20236
-0.458455,2.20236
-0.45833,2.20304
-0.458205,2.2027
-0.45808,2.2027
-0.457955,2.20304
-0.45783,2.20304
-0.457705,2.20304
-0.45758,2.20338
-0.457455,2.20338
-0.45733,2.20373
-0.457205,2.20338
-0.45708,2.20338
-0.456955,2.20338
-0.45683,2.2027
-0.456705,2.20338
-0.45658,2.20373
-0.456455,2.20407
-0.45633,2.20441
-0.456205,2.20373
-0.45608,2.20407
-0.455955,2.20441
-0.45583,2.20407
-0.455705,2.20441
-0.45558,2.20475
-0.455455,2.20441
-0.45533,2.20475
-0.455205,2.20441
-0.45508,2.20543
-0.454955,2.20578
-0.45483,2.20475
-0.454705,2.20475
-0.45458,2.20475
-0.454455,2.20509
-0.45433,2.20543
-0.454205,2.20578
-0.45408,2.20578
-0.453955,2.20578
-0.45383,2.20578
-0.453705,2.20612
-0.45358,2.20578
-0.453455,2.20612
-0.45333,2.20646
-0.453205,2.20646
-0.45308,2.20646
-0.452955,2.20646
-0.45283,2.2068
-0.452705,2.2068
-0.45258,2.20714
-0.452455,2.2068
-0.45233,2.2068
-0.452205,2.2068
-0.45208,2.20646
-0.451955,2.20714
-0.45183,2.2068
-0.451705,2.20646
-0.45158,2.2068
-0.451455,2.2068
-0.45133,2.20714
-0.451205,2.20714
-0.45108,2.2068
-0.450955,2.20749
-0.45083,2.20749
-0.450705,2.20817
-0.45058,2.20817
-0.450455,2.20783
-0.45033,2.20783
-0.450205,2.20783
-0.45008,2.20783
-0.449955,2.20817
-0.44983,2.20783
-0.449705,2.20817
-0.44958,2.20851
-0.449455,2.20817
-0.44933,2.20885
-0.449205,2.20885
-0.44908,2.20851
-0.448955,2.20851
-0.44883,2.20851
-0.448705,2.20817
-0.44858,2.20885
-0.448455,2.20851
-0.44833,2.20851
-0.448205,2.20851
-0.44808,2.20783
-0.447955,2.20783
-0.44783,2.20817
-0.447705,2.20817
-0.44758,2.20851
-0.447455,2.20851
-0.44733,2.20783
-0.447205,2.20817
-0.44708,2.20817
-0.446955,2.20817
-0.44683,2.20783
-0.446705,2.20783
-0.44658,2.20817
-0.446455,2.20783
-0.44633,2.20817
-0.446205,2.20817
-0.44608,2.20817
-0.445955,2.20919
-0.44583,2.20919
-0.445705,2.20885
-0.44558,2.20919
-0.445455,2.20919
-0.44533,2.20885
-0.445205,2.20919
-0.44508,2.20919
-0.444955,2.20885
-0.44483,2.20919
-0.444705,2.20851
-0.44458,2.20919
-0.444455,2.20885
-0.44433,2.20851
-0.444205,2.20885
-0.44408,2.20885
-0.443955,2.20885
-0.44383,2.20851
-0.443705,2.20817
-0.44358,2.20817
-0.443455,2.20817
-0.44333,2.20783
-0.443205,2.20783
-0.44308,2.20783
-0.442955,2.20817
-0.44283,2.20817
-0.442705,2.20783
-0.44258,2.20817
-0.442455,2.20749
-0.44233,2.20783
-0.442205,2.20817
-0.44208,2.20783
-0.441955,2.20783
-0.44183,2.20749
-0.441705,2.20749
-0.44158,2.20714
-0.441455,2.20714
-0.44133,2.20749
-0.441205,2.20783
-0.44108,2.20783
-0.440955,2.20749
-0.44083,2.20714
-0.440705,2.20714
-0.44058,2.20749
-0.440455,2.20714
-0.44033,2.20646
-0.440205,2.2068
-0.44008,2.2068
-0.439955,2.2068
-0.43983,2.20646
-0.439705,2.2068
-0.43958,2.20646
-0.439455,2.20646
-0.43933,2.20612
-0.439205,2.20543
-0.43908,2.20578
-0.438955,2.20612
-0.43883,2.20578
-0.438705,2.20612
-0.43858,2.20543
-0.438455,2.20509
-0.43833,2.20543
-0.438205,2.20509
-0.43808,2.20543
-0.437955,2.20543
-0.43783,2.20475
-0.437705,2.20475
-0.43758,2.20509
-0.437455,2.20475
-0.43733,2.20475
-0.437205,2.20475
-0.43708,2.20475
-0.436955,2.20509
-0.43683,2.20509
-0.436705,2.20543
-0.43658,2.20578
-0.436455,2.20543
-0.43633,2.20612
-0.436205,2.20612
-0.43608,2.20612
-0.435955,2.20646
-0.43583,2.20646
-0.435705,2.20612
-0.43558,2.20612
-0.435455,2.20646
-0.43533,2.2068
-0.435205,2.2068
-0.43508,2.20646
-0.434955,2.20714
-0.43483,2.2068
-0.434705,2.20714
-0.43458,2.20714
-0.434455,2.2068
-0.43433,2.20714
-0.434205,2.20646
-0.43408,2.20714
-0.433955,2.20714
-0.43383,2.20749
-0.433705,2.20749
-0.43358,2.20714
-0.433455,2.20714
-0.43333,2.20749
-0.433205,2.20714
-0.43308,2.20749
-0.432955,2.20714
-0.43283,2.20749
-0.432705,2.20783
-0.43258,2.20783
-0.432455,2.20851
-0.43233,2.20851
-0.432205,2.20817
-0.43208,2.20817
-0.431955,2.20817
-0.43183,2.20783
-0.431705,2.20817
-0.43158,2.20783
-0.431455,2.20817
-0.43133,2.20817
-0.431205,2.20817
-0.43108,2.20851
-0.430955,2.20851
-0.43083,2.20851
-0.430705,2.20851
-0.43058,2.20885
-0.430455,2.20919
-0.43033,2.20919
-0.430205,2.20919
-0.43008,2.20954
-0.429955,2.20954
-0.42983,2.20954
-0.429705,2.20988
-0.42958,2.21022
-0.429455,2.21022
-0.42933,2.21022
-0.429205,2.20988
-0.42908,2.20988
-0.428955,2.21022
-0.42883,2.21022
-0.428705,2.21022
-0.42858,2.21022
-0.428455,2.20954
-0.42833,2.20954
-0.428205,2.20954
-0.42808,2.20954
-0.427955,2.20988
-0.42783,2.20988
-0.427705,2.20919
-0.42758,2.20954
-0.427455,2.20919
-0.42733,2.20885
-0.427205,2.20851
-0.42708,2.20817
-0.426955,2.20783
-0.42683,2.20714
-0.426705,2.20714
-0.42658,2.2068
-0.426455,2.2068
-0.42633,2.2068
-0.426205,2.20646
-0.42608,2.20646
-0.425955,2.2068
-0.42583,2.20612
-0.425705,2.20612
-0.42558,2.20612
-0.425455,2.20578
-0.42533,2.20543
-0.425205,2.20543
-0.42508,2.20509
-0.424955,2.20509
-0.42483,2.20475
-0.424705,2.20441
-0.42458,2.20441
-0.424455,2.20407
-0.42433,2.20407
-0.424205,2.20373
-0.42408,2.20338
-0.423955,2.20338
-0.42383,2.20338
-0.423705,2.20304
-0.42358,2.20304
-0.423455,2.20304
-0.42333,2.2027
-0.423205,2.20236
-0.42308,2.20167
-0.422955,2.20167
-0.42283,2.20167
-0.422705,2.20167
-0.42258,2.20099
-0.422455,2.20099
-0.42233,2.20065
-0.422205,2.20065
-0.42208,2.20065
-0.421955,2.19997
-0.42183,2.19997
-0.421705,2.20031
-0.42158,2.19928
-0.421455,2.19928
-0.42133,2.19928
-0.421205,2.19928
-0.42108,2.19894
-0.420955,2.1986
-0.42083,2.19894
-0.420705,2.19928
-0.42058,2.19826
-0.420455,2.19826
-0.42033,2.19791
-0.420205,2.19791
-0.42008,2.19723
-0.419955,2.19757
-0.41983,2.19689
-0.419705,2.19723
-0.41958,2.19689
-0.419455,2.19689
-0.41933,2.19655
-0.419205,2.19621
-0.41908,2.19586
-0.418955,2.19552
-0.41883,2.19586
-0.418705,2.19655
-0.41858,2.19552
-0.418455,2.19586
-0.41833,2.19586
-0.418205,2.19518
-0.41808,2.19518
-0.417955,2.19518
-0.41783,2.19484
-0.417705,2.19518
-0.41758,2.19518
-0.417455,2.19518
-0.41733,2.19552
-0.417205,2.19518
-0.41708,2.19518
-0.416955,2.19518
-0.41683,2.19586
-0.416705,2.19586
-0.41658,2.19552
-0.416455,2.19586
-0.41633,2.19586
-0.416205,2.19552
-0.41608,2.19586
-0.415955,2.19621
-0.41583,2.19621
-0.415705,2.19723
-0.41558,2.19689
-0.415455,2.19655
-0.41533,2.19655
-0.415205,2.19689
-0.41508,2.19723
-0.414955,2.19723
-0.41483,2.19723
-0.414705,2.19723
-0.41458,2.19757
-0.414455,2.19757
-0.41433,2.19757
-0.414205,2.19757
-0.41408,2.19791
-0.413955,2.19757
-0.41383,2.19757
-0.413705,2.19723
-0.41358,2.19689
-0.413455,2.19689
-0.41333,2.19723
-0.413205,2.19723
-0.41308,2.19655
-0.412955,2.19689
-0.41283,2.19655
-0.412705,2.19723
-0.41258,2.19723
-0.412455,2.19689
-0.41233,2.19723
-0.412205,2.19689
-0.41208,2.19723
-0.411955,2.19689
-0.41183,2.19655
-0.411705,2.19723
-0.41158,2.19757
-0.411455,2.19723
-0.41133,2.19757
-0.411205,2.19757
-0.41108,2.19689
-0.410955,2.19689
-0.41083,2.19723
-0.410705,2.19723
-0.41058,2.19723
-0.410455,2.19723
-0.41033,2.19689
-0.410205,2.19689
-0.41008,2.19655
-0.409955,2.19757
-0.40983,2.19723
-0.409705,2.19723
-0.40958,2.19723
-0.409455,2.19723
-0.40933,2.19757
-0.409205,2.19757
-0.40908,2.19723
-0.408955,2.19757
-0.40883,2.19757
-0.408705,2.19791
-0.40858,2.19826
-0.408455,2.19791
-0.40833,2.19826
-0.408205,2.1986
-0.40808,2.19826
-0.407955,2.19894
-0.40783,2.19894
-0.407705,2.19894
-0.40758,2.19894
-0.407455,2.19894
-0.40733,2.19928
-0.407205,2.19894
-0.40708,2.19894
-0.406955,2.19928
-0.40683,2.19894
-0.406705,2.19928
-0.40658,2.19962
-0.406455,2.19928
-0.40633,2.19928
-0.406205,2.19928
-0.40608,2.19928
-0.405955,2.19928
-0.40583,2.19962
-0.405705,2.19962
-0.40558,2.19997
-0.405455,2.20065
-0.40533,2.20065
-0.405205,2.20167
-0.40508,2.20133
-0.404955,2.20133
-0.40483,2.20167
-0.404705,2.20133
-0.40458,2.20133
-0.404455,2.20202
-0.40433,2.20167
-0.404205,2.20167
-0.40408,2.20202
-0.403955,2.20202
-0.40383,2.20236
-0.403705,2.20236
-0.40358,2.20202
-0.403455,2.20236
-0.40333,2.20236
-0.403205,2.2027
-0.40308,2.20304
-0.402955,2.20304
-0.40283,2.20304
-0.402705,2.20304
-0.40258,2.20304
-0.402455,2.20304
-0.40233,2.20304
-0.402205,2.20338
-0.40208,2.20338
-0.401955,2.20373
-0.40183,2.20338
-0.401705,2.20373
-0.40158,2.20407
-0.401455,2.20475
-0.40133,2.20475
-0.401205,2.20441
-0.40108,2.20509
-0.400955,2.20475
-0.40083,2.20509
-0.400705,2.20543
-0.40058,2.20509
-0.400455,2.20543
-0.40033,2.20646
-0.400205,2.20578
-0.40008,2.20578
-0.399955,2.20578
-0.39983,2.20578
-0.399705,2.20578
-0.39958,2.20612
-0.399455,2.20578
-0.39933,2.20646
-0.399205,2.20612
-0.39908,2.20612
-0.398955,2.20612
-0.39883,2.20612
-0.398705,2.20612
-0.39858,2.20612
-0.398455,2.20578
-0.39833,2.20612
-0.398205,2.20612
-0.39808,2.20646
-0.397955,2.20646
-0.39783,2.20646
-0.397705,2.2068
-0.39758,2.2068
-0.397455,2.20646
-0.39733,2.2068
-0.397205,2.2068
-0.39708,2.20646
-0.396955,2.20714
-0.39683,2.20714
-0.396705,2.20714
-0.39658,2.20783
-0.396455,2.20749
-0.39633,2.20714
-0.396205,2.20749
-0.39608,2.20714
-0.395955,2.20783
-0.39583,2.20817
-0.395705,2.20817
-0.39558,2.20851
-0.395455,2.20783
-0.39533,2.20851
-0.395205,2.20885
-0.39508,2.20885
-0.394955,2.20919
-0.39483,2.20954
-0.394705,2.20954
-0.39458,2.20988
-0.394455,2.20954
-0.39433,2.20988
-0.394205,2.21022
-0.39408,2.20988
-0.393955,2.20988
-0.39383,2.21022
-0.393705,2.20988
-0.39358,2.21056
-0.393455,2.20988
-0.39333,2.20988
-0.393205,2.20954
-0.39308,2.20954
-0.392955,2.20988
-0.39283,2.20988
-0.392705,2.21022
-0.39258,2.2109
-0.392455,2.21022
-0.39233,2.21022
-0.392205,2.20988
-0.39208,2.21022
-0.391955,2.21022
-0.39183,2.21022
-0.391705,2.2109
-0.39158,2.2109
-0.391455,2.21022
-0.39133,2.21056
-0.391205,2.2109
-0.39108,2.21056
-0.390955,2.21056
-0.39083,2.21124
-0.390705,2.21124
-0.39058,2.21193
-0.390455,2.21159
-0.39033,2.21159
-0.390205,2.21193
-0.39008,2.21193
-0.389955,2.21159
-0.38983,2.21227
-0.389705,2.21193
-0.38958,2.21227
-0.389455,2.21159
-0.38933,2.21159
-0.389205,2.21261
-0.38908,2.21227
-0.388955,2.21193
-0.38883,2.21261
-0.388705,2.21261
-0.38858,2.21227
-0.388455,2.21261
-0.38833,2.21193
-0.388205,2.21261
-0.38808,2.21193
-0.387955,2.21193
-0.38783,2.21261
-0.387705,2.21295
-0.38758,2.2133
-0.387455,2.21295
-0.38733,2.2133
-0.387205,2.21364
-0.38708,2.21398
-0.386955,2.21398
-0.38683,2.21398
-0.386705,2.21398
-0.38658,2.21398
-0.386455,2.21364
-0.38633,2.21364
-0.386205,2.21364
-0.38608,2.21364
-0.385955,2.21364
-0.38583,2.21398
-0.385705,2.21398
-0.38558,2.21398
-0.385455,2.21432
-0.38533,2.21398
-0.385205,2.21432
-0.38508,2.21398
-0.384955,2.21398
-0.38483,2.21432
-0.384705,2.21466
-0.38458,2.21432
-0.384455,2.21432
-0.38433,2.21432
-0.384205,2.21432
-0.38408,2.21432
-0.383955,2.21398
-0.38383,2.21432
-0.383705,2.21432
-0.38358,2.21432
-0.383455,2.21466
-0.38333,2.21432
-0.383205,2.21398
-0.38308,2.21364
-0.382955,2.2133
-0.38283,2.2133
-0.382705,2.21364
-0.38258,2.21364
-0.382455,2.2133
-0.38233,2.21364
-0.382205,2.2133
-0.38208,2.2133
-0.381955,2.21261
-0.38183,2.21261
-0.381705,2.21261
-0.38158,2.21193
-0.381455,2.21159
-0.38133,2.21124
-0.381205,2.21124
-0.38108,2.21124
-0.380955,2.2109
-0.38083,2.21056
-0.380705,2.2109
-0.38058,2.21056
-0.380455,2.2109
-0.38033,2.21022
-0.380205,2.20988
-0.38008,2.20988
-0.379955,2.20988
-0.37983,2.20988
-0.379705,2.20988
-0.37958,2.20954
-0.379455,2.20919
-0.37933,2.20919
-0.379205,2.20885
-0.37908,2.20919
-0.378955,2.20851
-0.37883,2.20885
-0.378705,2.20919
-0.37858,2.20885
-0.378455,2.20885
-0.37833,2.20817
-0.378205,2.20817
-0.37808,2.20885
-0.377955,2.20817
-0.37783,2.20817
-0.377705,2.20851
-0.37758,2.20783
-0.377455,2.20783
-0.37733,2.20783
-0.377205,2.20783
-0.37708,2.20783
