#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:04:53.182
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.478437,2.57355
-0.478312,2.57355
-0.478187,2.57321
-0.478063,2.57355
-0.477937,2.57321
-0.477812,2.57287
-0.477687,2.57321
-0.477563,2.57287
-0.477437,2.57253
-0.477312,2.57287
-0.477187,2.57184
-0.477063,2.57184
-0.476937,2.57219
-0.476812,2.57219
-0.476687,2.57253
-0.476562,2.57219
-0.476437,2.57219
-0.476312,2.57219
-0.476187,2.57219
-0.476062,2.57219
-0.475937,2.57253
-0.475812,2.57219
-0.475687,2.57253
-0.475562,2.57219
-0.475437,2.57219
-0.475312,2.57253
-0.475187,2.57184
-0.475062,2.57184
-0.474937,2.57184
-0.474812,2.57184
-0.474687,2.57219
-0.474562,2.57184
-0.474437,2.57184
-0.474312,2.57184
-0.474187,2.5715
-0.474062,2.57219
-0.473937,2.57184
-0.473812,2.57184
-0.473687,2.57184
-0.473562,2.57184
-0.473437,2.57219
-0.473312,2.57253
-0.473187,2.57184
-0.473062,2.57219
-0.472937,2.57184
-0.472812,2.5715
-0.472687,2.57184
-0.472562,2.57082
-0.472437,2.57048
-0.472312,2.57048
-0.472187,2.57013
-0.472062,2.57048
-0.471937,2.56979
-0.471812,2.56979
-0.471687,2.56979
-0.471562,2.56979
-0.471437,2.56979
-0.471312,2.56945
-0.471187,2.56911
-0.471062,2.56945
-0.470937,2.56911
-0.470812,2.56877
-0.470687,2.56877
-0.470562,2.56843
-0.470437,2.56843
-0.470312,2.56808
-0.470187,2.56774
-0.470062,2.5674
-0.469937,2.56706
-0.469812,2.56672
-0.469687,2.56706
-0.469562,2.56638
-0.469437,2.56569
-0.469312,2.56569
-0.469187,2.56535
-0.469062,2.56535
-0.468937,2.56569
-0.468812,2.56501
-0.468687,2.56535
-0.468562,2.56535
-0.468438,2.56535
-0.468312,2.56501
-0.468187,2.56467
-0.468062,2.56501
-0.467938,2.56501
-0.467812,2.56432
-0.467687,2.56398
-0.467562,2.56364
-0.467438,2.56364
-0.467312,2.56296
-0.467187,2.56227
-0.467062,2.56227
-0.466938,2.56227
-0.466812,2.56227
-0.466687,2.56227
-0.466562,2.56227
-0.466438,2.56227
-0.466312,2.56193
-0.466187,2.56193
-0.466062,2.56227
-0.465938,2.56262
-0.465812,2.56193
-0.465687,2.56193
-0.465562,2.56193
-0.465438,2.56159
-0.465312,2.56159
-0.465187,2.56091
-0.465062,2.56091
-0.464938,2.56125
-0.464812,2.56091
-0.464687,2.56056
-0.464562,2.56022
-0.464438,2.56056
-0.464312,2.55988
-0.464187,2.55988
-0.464062,2.56056
-0.463938,2.55988
-0.463812,2.56022
-0.463687,2.56091
-0.463562,2.56022
-0.463438,2.56091
-0.463312,2.56159
-0.463187,2.56091
-0.463062,2.56159
-0.462938,2.56125
-0.462812,2.56193
-0.462687,2.56227
-0.462562,2.56159
-0.462438,2.56193
-0.462312,2.56125
-0.462187,2.56125
-0.462062,2.56125
-0.461938,2.56159
-0.461812,2.56193
-0.461687,2.56159
-0.461562,2.56091
-0.461438,2.56193
-0.461312,2.56159
-0.461187,2.56125
-0.461062,2.56193
-0.460938,2.56193
-0.460812,2.56159
-0.460687,2.56193
-0.460562,2.56159
-0.460437,2.56227
-0.460312,2.56193
-0.460187,2.56125
-0.460062,2.56125
-0.459937,2.56125
-0.459812,2.56091
-0.459687,2.56091
-0.459562,2.56022
-0.459437,2.56056
-0.459312,2.56022
-0.459187,2.55988
-0.459062,2.56022
-0.458937,2.55988
-0.458812,2.55988
-0.458687,2.55988
-0.458562,2.55954
-0.458437,2.55988
-0.458312,2.55988
-0.458187,2.55988
-0.458062,2.56056
-0.457937,2.55988
-0.457812,2.55988
-0.457687,2.55988
-0.457562,2.5592
-0.457437,2.55954
-0.457312,2.5592
-0.457187,2.5592
-0.457062,2.5592
-0.456937,2.5592
-0.456812,2.55886
-0.456687,2.55851
-0.456562,2.55817
-0.456437,2.55886
-0.456312,2.55817
-0.456187,2.55886
-0.456062,2.5592
-0.455937,2.55886
-0.455812,2.5592
-0.455687,2.55851
-0.455562,2.55817
-0.455437,2.55851
-0.455312,2.55851
-0.455187,2.55886
-0.455062,2.55817
-0.454937,2.55851
-0.454812,2.55886
-0.454687,2.55851
-0.454562,2.55817
-0.454437,2.55817
-0.454312,2.55749
-0.454187,2.55749
-0.454062,2.55783
-0.453937,2.55715
-0.453812,2.55749
-0.453687,2.5568
-0.453562,2.55715
-0.453437,2.55715
-0.453312,2.55715
-0.453187,2.55715
-0.453062,2.5568
-0.452937,2.5568
-0.452813,2.5568
-0.452687,2.55646
-0.452562,2.55646
-0.452437,2.55646
-0.452313,2.55578
-0.452187,2.55578
-0.452062,2.5551
-0.451937,2.55475
-0.451813,2.55475
-0.451687,2.55407
-0.451562,2.55407
-0.451437,2.55373
-0.451313,2.55339
-0.451187,2.55339
-0.451062,2.55304
-0.450937,2.5527
-0.450813,2.55304
-0.450687,2.5527
-0.450562,2.5527
-0.450437,2.5527
-0.450313,2.55236
-0.450187,2.55304
-0.450062,2.5527
-0.449937,2.55202
-0.449813,2.55202
-0.449687,2.55168
-0.449562,2.55168
-0.449437,2.55202
-0.449313,2.55134
-0.449187,2.55168
-0.449062,2.55168
-0.448937,2.55134
-0.448813,2.55168
-0.448687,2.55134
-0.448562,2.55168
-0.448437,2.55202
-0.448313,2.55202
-0.448187,2.55168
-0.448062,2.55236
-0.447937,2.55202
-0.447813,2.55236
-0.447687,2.5527
-0.447562,2.5527
-0.447437,2.55339
-0.447313,2.55304
